"MORALG","CARESG","KNOWG","LEADG","DISHONG","INTELG","MORALB","CARESB","KNOWB","LEADB","DISHONB","INTELB","VOTE3","AGE","EDUC","GENDER","PARTY"
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","3 Not too well","2 Quite well","4 Not well at all","3 Not too well",3,37,6,1,7
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,83,6,1,7
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","3 Not too well",1,57,6,2,3
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,"4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well",1,40,4,2,4
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","2 Quite well","4 Not well at all","3 Not too well","3 Not too well","3 Not too well","2 Quite well",1,54,5,2,7
"2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well",NA,NA,"1 Extremely well","1 Extremely well",NA,"1 Extremely well",NA,69,2,1,3
NA,"3 Not too well","2 Quite well","3 Not too well",NA,"2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well",2,56,3,2,5
"2 Quite well","4 Not well at all","2 Quite well","4 Not well at all",NA,"1 Extremely well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well",NA,"1 Extremely well",2,41,4,1,7
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",3,21,4,2,3
"2 Quite well",NA,"2 Quite well","3 Not too well","3 Not too well",NA,"2 Quite well",NA,"2 Quite well",NA,"4 Not well at all","2 Quite well",NA,NA,6,2,4
"3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,30,4,1,5
"2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well",1,19,3,2,2
"4 Not well at all","3 Not too well","1 Extremely well","3 Not too well","2 Quite well","1 Extremely well","1 Extremely well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",3,36,7,1,5
"2 Quite well","1 Extremely well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","2 Quite well",1,34,3,2,1
"1 Extremely well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well",2,56,7,1,6
"2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well",NA,NA,NA,NA,NA,NA,1,48,4,2,2
"2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","3 Not too well","2 Quite well",NA,60,2,2,3
"3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",2,35,6,2,6
"1 Extremely well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",1,57,3,2,1
"3 Not too well","4 Not well at all","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well",2,25,5,1,7
"3 Not too well",NA,"2 Quite well","3 Not too well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","3 Not too well","2 Quite well",NA,41,3,1,6
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,62,4,2,3
"4 Not well at all","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,38,5,1,5
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well",NA,27,4,1,2
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,36,3,2,2
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",NA,64,7,1,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",NA,56,6,2,5
"2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well",1,41,6,2,2
"4 Not well at all","4 Not well at all","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well",2,35,7,1,7
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",2,42,6,2,1
"2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,48,4,2,2
"3 Not too well",NA,"2 Quite well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well",NA,NA,"2 Quite well","2 Quite well","2 Quite well",2,44,3,2,2
"3 Not too well","3 Not too well","3 Not too well","3 Not too well","1 Extremely well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,38,4,1,6
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","4 Not well at all","3 Not too well","2 Quite well","2 Quite well","3 Not too well",1,59,4,2,1
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well",2,80,4,2,5
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","2 Quite well","2 Quite well","4 Not well at all","3 Not too well","3 Not too well","4 Not well at all","3 Not too well",1,50,5,2,1
"2 Quite well","4 Not well at all","3 Not too well","4 Not well at all","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,63,4,1,7
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well",1,47,3,2,2
"1 Extremely well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well",1,42,3,1,6
"3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","3 Not too well",NA,18,3,2,3
"2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",2,88,4,1,7
"4 Not well at all","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,63,4,1,2
"1 Extremely well","2 Quite well","1 Extremely well",NA,"4 Not well at all","1 Extremely well","3 Not too well","3 Not too well","1 Extremely well","4 Not well at all","1 Extremely well","1 Extremely well",1,34,3,1,3
NA,NA,"2 Quite well",NA,NA,"2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,NA,"2 Quite well",NA,31,NA,2,5
"3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,47,6,1,6
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well",1,66,6,2,5
"2 Quite well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",2,42,7,1,6
"1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well",NA,"2 Quite well","4 Not well at all","4 Not well at all","2 Quite well",NA,27,3,2,2
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","2 Quite well",NA,34,3,2,2
"1 Extremely well","4 Not well at all","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","1 Extremely well","4 Not well at all","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",NA,37,2,1,1
"1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","4 Not well at all",NA,"1 Extremely well","3 Not too well","3 Not too well",NA,NA,NA,1,43,5,2,4
"1 Extremely well","1 Extremely well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","4 Not well at all","3 Not too well",NA,69,7,1,1
"2 Quite well",NA,"2 Quite well","2 Quite well",NA,"2 Quite well",NA,"4 Not well at all","4 Not well at all","4 Not well at all",NA,"4 Not well at all",1,76,5,2,1
"2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",2,60,7,1,7
"2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well",1,45,6,1,5
"1 Extremely well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","1 Extremely well","3 Not too well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well",1,73,3,1,2
"2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,46,4,1,3
NA,"2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well",NA,"2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,85,7,2,4
"2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,34,3,2,3
"1 Extremely well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,2,4
"3 Not too well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,29,3,1,6
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well",2,82,3,1,6
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","1 Extremely well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","2 Quite well",NA,68,2,1,1
"3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","3 Not too well","1 Extremely well",2,27,6,1,7
"4 Not well at all","3 Not too well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","3 Not too well",2,58,4,1,5
NA,NA,NA,NA,NA,NA,"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all",NA,2,49,4,2,7
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well",NA,33,7,1,6
"2 Quite well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well",1,71,4,2,3
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well",1,65,3,2,2
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,48,5,2,4
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,20,4,2,3
NA,NA,NA,NA,NA,NA,"4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all",NA,NA,NA,42,2,1,4
"2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all","2 Quite well","2 Quite well",NA,31,1,1,4
"2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well",2,65,4,2,7
"3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","1 Extremely well",1,38,6,1,1
"2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","4 Not well at all","3 Not too well",2,72,6,1,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,31,3,2,2
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,49,4,1,7
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,83,6,1,7
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",1,55,6,2,1
